INFO:root:Start Supervised training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 4.951294898986816	Top1 accuracy: 2.5390625
DEBUG:root:Epoch: 34	Loss: 2.9141347408294678	Top1 accuracy: 33.3984375
DEBUG:root:Epoch: 35	Loss: 2.6989119052886963	Top1 accuracy: 39.84375
DEBUG:root:Epoch: 36	Loss: 2.874882459640503	Top1 accuracy: 34.5703125
DEBUG:root:Epoch: 37	Loss: 2.716520309448242	Top1 accuracy: 36.5234375
DEBUG:root:Epoch: 38	Loss: 2.7266693115234375	Top1 accuracy: 34.1796875
DEBUG:root:Epoch: 39	Loss: 2.7831289768218994	Top1 accuracy: 36.5234375
DEBUG:root:Epoch: 40	Loss: 2.744453191757202	Top1 accuracy: 37.109375
DEBUG:root:Epoch: 41	Loss: 2.75410532951355	Top1 accuracy: 38.671875
DEBUG:root:Epoch: 42	Loss: 2.5730483531951904	Top1 accuracy: 36.5234375
DEBUG:root:Epoch: 43	Loss: 2.649665117263794	Top1 accuracy: 38.28125
DEBUG:root:Epoch: 44	Loss: 2.703982353210449	Top1 accuracy: 37.3046875
DEBUG:root:Epoch: 45	Loss: 2.6039211750030518	Top1 accuracy: 39.0625
DEBUG:root:Epoch: 46	Loss: 2.5739505290985107	Top1 accuracy: 41.6015625
DEBUG:root:Epoch: 47	Loss: 2.5017237663269043	Top1 accuracy: 39.0625
DEBUG:root:Epoch: 48	Loss: 2.7008888721466064	Top1 accuracy: 38.4765625
DEBUG:root:Epoch: 49	Loss: 2.5235421657562256	Top1 accuracy: 38.0859375
DEBUG:root:Epoch: 50	Loss: 2.533337354660034	Top1 accuracy: 41.9921875
DEBUG:root:Epoch: 51	Loss: 2.6754095554351807	Top1 accuracy: 40.0390625
DEBUG:root:Epoch: 52	Loss: 2.40950608253479	Top1 accuracy: 43.75
DEBUG:root:Epoch: 53	Loss: 2.59013295173645	Top1 accuracy: 41.2109375
DEBUG:root:Epoch: 54	Loss: 2.4999771118164062	Top1 accuracy: 42.7734375
DEBUG:root:Epoch: 55	Loss: 2.452359676361084	Top1 accuracy: 38.8671875
DEBUG:root:Epoch: 56	Loss: 2.4865994453430176	Top1 accuracy: 44.3359375
DEBUG:root:Epoch: 57	Loss: 2.2939035892486572	Top1 accuracy: 42.96875
DEBUG:root:Epoch: 58	Loss: 2.3319520950317383	Top1 accuracy: 45.1171875
DEBUG:root:Epoch: 59	Loss: 2.294670581817627	Top1 accuracy: 44.921875
DEBUG:root:Epoch: 60	Loss: 2.3873953819274902	Top1 accuracy: 43.359375
DEBUG:root:Epoch: 61	Loss: 2.381105422973633	Top1 accuracy: 43.9453125
DEBUG:root:Epoch: 62	Loss: 2.3434019088745117	Top1 accuracy: 41.796875
DEBUG:root:Epoch: 63	Loss: 2.2617106437683105	Top1 accuracy: 46.484375
DEBUG:root:Epoch: 64	Loss: 2.2885138988494873	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 65	Loss: 2.453821897506714	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 66	Loss: 2.472867012023926	Top1 accuracy: 40.625
DEBUG:root:Epoch: 67	Loss: 2.375105619430542	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 68	Loss: 2.249124526977539	Top1 accuracy: 44.7265625
DEBUG:root:Epoch: 69	Loss: 2.2673068046569824	Top1 accuracy: 43.75
DEBUG:root:Epoch: 70	Loss: 2.295464277267456	Top1 accuracy: 46.484375
DEBUG:root:Epoch: 71	Loss: 2.1347410678863525	Top1 accuracy: 49.609375
DEBUG:root:Epoch: 72	Loss: 2.2946319580078125	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 73	Loss: 2.044250249862671	Top1 accuracy: 46.2890625
DEBUG:root:Epoch: 74	Loss: 2.1408729553222656	Top1 accuracy: 47.8515625
DEBUG:root:Epoch: 75	Loss: 2.3582959175109863	Top1 accuracy: 49.4140625
DEBUG:root:Epoch: 76	Loss: 2.1191091537475586	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 77	Loss: 2.2079031467437744	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 78	Loss: 2.124056339263916	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 79	Loss: 2.2025609016418457	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 80	Loss: 2.217367172241211	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 81	Loss: 2.0494933128356934	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 82	Loss: 2.03106689453125	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 83	Loss: 2.0304083824157715	Top1 accuracy: 51.3671875
DEBUG:root:Epoch: 84	Loss: 2.126347780227661	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 85	Loss: 2.123551607131958	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 86	Loss: 2.010355234146118	Top1 accuracy: 53.125
DEBUG:root:Epoch: 87	Loss: 2.1086483001708984	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 88	Loss: 2.007096529006958	Top1 accuracy: 55.46875
DEBUG:root:Epoch: 89	Loss: 2.0625343322753906	Top1 accuracy: 52.734375
DEBUG:root:Epoch: 90	Loss: 2.0910725593566895	Top1 accuracy: 53.125
DEBUG:root:Epoch: 91	Loss: 1.997143268585205	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 92	Loss: 2.022711992263794	Top1 accuracy: 52.734375
DEBUG:root:Epoch: 93	Loss: 1.8762809038162231	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 94	Loss: 1.8707340955734253	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 95	Loss: 1.9595838785171509	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 96	Loss: 1.778701901435852	Top1 accuracy: 56.4453125
DEBUG:root:Epoch: 97	Loss: 1.925363302230835	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 98	Loss: 1.8965377807617188	Top1 accuracy: 54.1015625
DEBUG:root:Epoch: 99	Loss: 1.9072610139846802	Top1 accuracy: 52.34375
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Jun25_15-00-13_user-AS-4124GS-TNR.
