INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 5.361437797546387	Top1 accuracy: 6.4453125
DEBUG:root:Epoch: 67	Loss: 1.1803399324417114	Top1 accuracy: 81.0546875
DEBUG:root:Epoch: 68	Loss: 1.279619574546814	Top1 accuracy: 76.26953125
DEBUG:root:Epoch: 69	Loss: 1.42680025100708	Top1 accuracy: 79.19921875
DEBUG:root:Epoch: 70	Loss: 1.2139842510223389	Top1 accuracy: 81.73828125
DEBUG:root:Epoch: 71	Loss: 1.2626479864120483	Top1 accuracy: 80.17578125
DEBUG:root:Epoch: 72	Loss: 1.2044317722320557	Top1 accuracy: 80.078125
DEBUG:root:Epoch: 73	Loss: 1.218700647354126	Top1 accuracy: 80.17578125
DEBUG:root:Epoch: 74	Loss: 1.1135776042938232	Top1 accuracy: 80.6640625
DEBUG:root:Epoch: 75	Loss: 1.1814680099487305	Top1 accuracy: 78.125
DEBUG:root:Epoch: 76	Loss: 1.2158100605010986	Top1 accuracy: 82.8125
DEBUG:root:Epoch: 77	Loss: 1.257538914680481	Top1 accuracy: 75.78125
DEBUG:root:Epoch: 78	Loss: 1.0244826078414917	Top1 accuracy: 82.12890625
DEBUG:root:Epoch: 79	Loss: 1.2164744138717651	Top1 accuracy: 81.0546875
DEBUG:root:Epoch: 80	Loss: 1.1390044689178467	Top1 accuracy: 83.30078125
DEBUG:root:Epoch: 81	Loss: 1.1296977996826172	Top1 accuracy: 79.296875
DEBUG:root:Epoch: 82	Loss: 1.271686315536499	Top1 accuracy: 82.6171875
DEBUG:root:Epoch: 83	Loss: 1.0081076622009277	Top1 accuracy: 78.90625
DEBUG:root:Epoch: 84	Loss: 1.0993658304214478	Top1 accuracy: 79.4921875
DEBUG:root:Epoch: 85	Loss: 1.2601014375686646	Top1 accuracy: 80.95703125
DEBUG:root:Epoch: 86	Loss: 1.180177927017212	Top1 accuracy: 80.56640625
DEBUG:root:Epoch: 87	Loss: 1.1346772909164429	Top1 accuracy: 80.17578125
DEBUG:root:Epoch: 88	Loss: 1.2051067352294922	Top1 accuracy: 81.8359375
DEBUG:root:Epoch: 89	Loss: 1.2039259672164917	Top1 accuracy: 84.375
DEBUG:root:Epoch: 90	Loss: 1.032346487045288	Top1 accuracy: 82.91015625
DEBUG:root:Epoch: 91	Loss: 1.0817515850067139	Top1 accuracy: 79.00390625
DEBUG:root:Epoch: 92	Loss: 1.24154531955719	Top1 accuracy: 82.71484375
DEBUG:root:Epoch: 93	Loss: 1.2333331108093262	Top1 accuracy: 83.69140625
DEBUG:root:Epoch: 94	Loss: 1.102989673614502	Top1 accuracy: 85.64453125
DEBUG:root:Epoch: 95	Loss: 0.9895758032798767	Top1 accuracy: 81.93359375
DEBUG:root:Epoch: 96	Loss: 1.1143431663513184	Top1 accuracy: 84.08203125
DEBUG:root:Epoch: 97	Loss: 1.1443367004394531	Top1 accuracy: 78.80859375
DEBUG:root:Epoch: 98	Loss: 1.1332441568374634	Top1 accuracy: 81.93359375
DEBUG:root:Epoch: 99	Loss: 1.146716594696045	Top1 accuracy: 83.30078125
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Jun25_15-00-14_user-AS-4124GS-TNR.
